tokens_stemmed,bobot_nilai_total,label
"['moga', 'ingat', 'maulid', 'nabi', 'tepat', 'rangkai', 'pilih', 'kepala', 'daerah', 'serentak', 'momentum', 'lahir', 'pimpin', 'adil', 'bijaksana', 'jalan', 'ajar', 'nabi', 'muhammad', 'saw', 'pimpin', 'adil']",4,positif
"['duet', 'tahana', 'bupati', 'ngawi', 'ony', 'anwar', 'harsono', 'wakil', 'bupat', 'ngawi', 'dwi', 'rianto', 'jatmiko', 'aju', 'cuti', 'kampanye', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'gubernur', 'jawa', 'timur']",-5,negatif
"['komisi', 'pilih', 'kpu', 'kabupaten', 'diri', 'jawa', 'timur', 'berkas', 'pasang', 'calon', 'bupati', 'calon', 'wakil', 'bupati', 'diri', 'pilih', 'kepala', 'daerah', 'penuh', 'syarat', 'calon']",1,positif
"['pks', 'jawa', 'timur', 'potensi', 'wilayah', 'mobilisasi', 'menang', 'pasang', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",2,positif
"['buka', 'daftar', 'anggota', 'kpps', 'pilih', 'kepala', 'daerah', 'serentak', 'kpujatim', 'kpumagetan', 'sukomoropp']",-4,negatif
"['badan', 'awas', 'pilih', 'bawaslu', 'kota', 'madiun', 'jawa', 'timur', 'buka', 'rekrutmen', 'daftar', 'awas', 'mungut', 'suara', 'ptps', 'tugas', 'pilih', 'kepala', 'daerah', 'serentak', 'wilayah']",-7,negatif
"['sekretaris', 'dewan', 'pimpin', 'daerah', 'pdi', 'juang', 'jawa', 'timur', 'sri', 'untari', 'bisowarno', 'optimistis', 'pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'tri', 'rismaharinikh', 'zahrul', 'azhar', 'asumta', 'gus', 'hans', 'raup', 'persen', 'suara', 'pilih', 'kepala', 'daerah', 'wilayah', 'kabupaten']",2,positif
"['calon', 'gubernur', 'jawa', 'timur', 'tri', 'rismaharini', 'tekan', 'sinergisitas', 'calon', 'kepala', 'daerah', 'usung', 'pdi', 'juang', 'upaya', 'menang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-10,negatif
"['dewan', 'pimpin', 'daerah', 'partai', 'adil', 'sejahtera', 'pks', 'kota', 'batu', 'instruksi', 'kader', 'totalitas', 'menang', 'pasang', 'calon', 'wali', 'kota', 'wakil', 'wali', 'kota', 'firhando', 'gumelarrudi', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-9,negatif
"['masyarakat', 'aju', 'tanggap', 'berkas', 'administrasi', 'bapaslon', 'pilih', 'kepala', 'daerah', 'jember', 'nyata', 'lengkap']",-1,negatif
"['hasil', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'risma', 'luluk', 'cagub', 'kuat', 'simak', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'lembaga', 'calon', 'gubernur', 'elektabilitas', 'kuat']",-5,negatif
"['hasil', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'risma', 'luluk', 'cagub', 'kuat', 'tribunnews']",0,netral
"['paslon', 'bupati', 'tuban', 'penuh', 'syarat', 'kpu', 'lanjut', 'tahap', 'pilih', 'kepala', 'daerah']",-5,negatif
"['ayoo', 'sukses', 'pilih', 'kepala', 'daerah', 'divisihumaspolri']",1,positif
"['rawan', 'koperasi', 'umkm', 'jawa', 'timur', 'singkat', 'relasi', 'jamur', 'deklarasi', 'menang', 'pasang', 'khofifahemil', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jatim']",-13,negatif
"['pilih', 'kepala', 'daerah', 'segara', 'gelar', 'daerah', 'indonesia', 'catat', 'lembaga', 'selenggara', 'pilih', 'kepala', 'daerah', 'provinsi', 'kabupatenkota', 'milik', 'pasang', 'calon', 'kepala', 'daerah', 'kenal', 'calon', 'tunggal']",4,positif
"['pilih', 'kepala', 'daerah', 'malang', 'pkb', 'target', 'sanusilathifah', 'raih', 'persen', 'suara', 'malang', 'dpc', 'pkb', 'kabupaten', 'malang', 'gelar', 'konsolidasi', 'pilgub', 'jatim', 'pilbup', 'malang', 'sabtu', 'via', 'beritajatimcom']",-12,negatif
"['sukses', 'pilih', 'kepala', 'daerah', 'kpu', 'jatim', 'pmii', 'jatim', 'gelar', 'sosialisasi', 'didik', 'pilih', 'gresik']",1,positif
"['kpu', 'kota', 'madiun', 'laksana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kota', 'madiun', 'lengkap']",-2,negatif
"['serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'masyarakat', 'kota', 'madiun', 'lengkap']",-2,negatif
"['bupati', 'malang', 'sanusi', 'kantong', 'izin', 'cuti', 'kampanye', 'pilih', 'kepala', 'daerah']",-6,negatif
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'ngawi', 'jawa', 'timur', 'rekrut', 'orang', 'tugas', 'awas', 'mungut', 'suara', 'tps', 'pilih', 'kepala', 'daerah', 'gelar', 'serentak', 'november']",-2,negatif
"['badan', 'awas', 'pilih', 'bawaslu', 'ri', 'kuat', 'mampu', 'sumber', 'daya', 'manusia', 'sdm', 'awas', 'pilih', 'kepala', 'daerah', 'serentak', 'proteksi', 'aman', 'siber', 'jalan', 'demokratis']",-2,negatif
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'jember', 'jawa', 'timur', 'terus', 'duga', 'langgar', 'netralitas', 'kepala', 'desa', 'jelang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'bupati', 'jember', 'hendy', 'siswanto']",-3,negatif
"['teman', 'pilih', 'ayo', 'absen', 'kolom', 'komentar', 'kemarin', 'langsung', 'acara', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kota', 'madiun', 'lupa', 'like', 'komen', 'share', 'iya']",0,netral
"['rasa', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'kota', 'madiun', 'seru', 'kirab', 'maskot', 'ayo', 'simak', 'rangkum', 'video']",-4,negatif
"['rapat', 'koordinasi', 'laksana', 'kantor', 'bupati', 'banyuwangi', 'jalan', 'jenderal', 'ahmad', 'yani', 'nomor', 'taman', 'banyuwangi', 'jumat', 'september', 'rozaq', 'tekan', 'tingkat', 'koordinasi', 'kpu', 'bawaslu', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'miftahur', 'rozaq', 'hadir', 'rapat', 'koordinasi', 'rapat', 'koordinasi', 'siap', 'awas', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak', 'gelar', 'bawaslu']",0,netral
"['jelang', 'pilih', 'kepala', 'daerah', 'dpd', 'pks', 'pamekasan', 'gelar', 'apel', 'siaga', 'menang', 'paslon', 'tauhid']",2,positif
"['ijtima', 'masyayikh', 'pasuruan', 'raya', 'keluar', 'pakta', 'maslahat', 'pilih', 'kepala', 'daerah', 'ulama', 'asuh', 'pesantren', 'kumpul', 'acara', 'ijtima', 'masyayikh', 'sepasuruan', 'raya', 'via', 'beritajatimcom']",2,positif
"['warga', 'tinggal', 'masuk', 'daftar', 'pilih', 'pilih', 'kepala', 'daerah', 'pamekasan']",-11,negatif
"['hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'takar', 'elektabilitas', 'khofifah', 'tahan', 'laju', 'risma', 'luluk', 'tribunkaltim']",3,positif
"['kabagwatpers', 'biro', 'sdm', 'polda', 'jatim', 'pimpin', 'rapat', 'doa', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'adil', 'kamis', 'september', 'rupatama', 'mapolda', 'jatim', 'divisihumaspolri']",-3,negatif
"['siap', 'pilih', 'kepala', 'daerah', 'kepala', 'satu', 'binmas', 'polres', 'pasuruan', 'sowan', 'kh', 'sholeh', 'kepala', 'satu', 'binmas', 'polres', 'pasuruan', 'iptu', 'sunarti', 'unjung', 'kh', 'sholeh', 'asuh', 'pondok', 'pesantren', 'ngalah', 'purwosari', 'temu', 'via', 'beritajatimcom']",5,positif
"['ketua', 'dpc', 'partai', 'gerindra', 'kota', 'diri', 'jawa', 'timur', 'katino', 'apresiasi', 'dukung', 'rawan', 'masyarakat', 'kota', 'diri', 'dukung', 'keras', 'siap', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-4,negatif
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'blitar', 'jawa', 'timur', 'rekrut', 'orang', 'tugas', 'awas', 'mungut', 'suara', 'tps', 'pilih', 'kepala', 'daerah', 'gelar', 'serentak', 'november']",-2,negatif
"['gaspoll', 'menang', 'lum', 'pilih', 'kepala', 'daerah', 'jatim']",-3,negatif
"['gus', 'ulil', 'respons', 'calon', 'tunggal', 'vs', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah']",-6,negatif
"['ferrykoto', 'x', 'relevan', 'echo', 'chamber', 'lihat', 'sja', 'hasil', 'pilih', 'kepala', 'daerah', 'dukung', 'x', 'berat', 'sebaliknyacatat', 'dki', 'menang', 'rk', 'jabar', 'dedmul', 'jateng', 'al', 'jatim', 'kofikrn', 'benci', 'mayoritas', 'x']",9,positif
"['daftar', 'panitia', 'awas', 'pilih', 'suara', 'ptps', 'kota', 'probolinggo', 'jelang', 'pilih', 'kepala', 'daerah', 'badan', 'awas', 'pilih', 'bawaslu', 'kota', 'probolinggo', 'buka', 'daftar', 'via', 'beritajatimcom']",-6,negatif
"['jum', 'at', 'curah', 'hati', 'polsek', 'nonggunong', 'pesanpesan', 'aman', 'tertib', 'masyarakat', 'warga', 'jelang', 'pilih', 'kepala', 'daerah', 'jatim']",3,positif
"['hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'takar', 'elektabilitas', 'khofifah', 'tahan', 'laju', 'risma', 'luluk', 'tribunkaltim']",3,positif
"['kabagwatpers', 'biro', 'sdm', 'polda', 'jatim', 'pimpin', 'rapat', 'doa', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'adil', 'kamis', 'september', 'rupatama', 'mapolda', 'jatim', 'divisihumaspolri']",-3,negatif
"['ketua', 'pbnu', 'masyarakat', 'harap', 'pilih', 'kepala', 'daerah', 'cedera', 'demokrasi']",-6,negatif
"['gaspoll', 'menang', 'lum', 'pilih', 'kepala', 'daerah', 'jatim']",-3,negatif
"['sempat', 'ekspresi', 'aja', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'kreatif', 'senang', 'tema', 'tentu', 'lomba', 'kartun', 'kpu', 'jatim', 'cek', 'langsung', 'postingan']",6,positif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'selenggara', 'lomba', 'kartun', 'kait', 'pilih', 'kepala', 'daerah', 'serentak', 'total', 'hadiah', 'capai', 'rp', 'juta']",8,positif
"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'iya', 'kpuid']",1,positif
"['jalan', 'pahlawan', 'nomor', 'kartoharjo', 'kota', 'madiun', 'rabu', 'september', 'anggota', 'kpu', 'jatim', 'choirul', 'umam', 'harap', 'filosofi', 'pendekar', 'juluk', 'kota', 'madiun', 'benarbenar', 'aplikasi', 'kontestasi', 'pilih', 'kepala', 'daerah', 'serentak']",-5,negatif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'magetan', 'kpu', 'kota', 'madiun', 'serah', 'terima', 'kirab', 'maskot', 'laksana', 'pahlawan', 'street', 'center', 'psc']",2,positif
"['anggota', 'kpu', 'jatim', 'miftahur', 'rozaq', 'tekan', 'rapat', 'koordinasi', 'gelar', 'sama', 'paham', 'kait', 'siap', 'ada', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif
"['kitorang', 'basudara', 'mari', 'jaga', 'situasi', 'pilih', 'kepala', 'daerah', 'serentak', 'damai', 'utuh', 'nkri', 'nkri', 'harga', 'mati', 'pilih', 'kepala', 'daerah', 'divisihumaspolri']",3,positif
"['testimoni', 'jelang', 'pilih', 'kepala', 'daerah', 'damai', 'ketua', 'satu', 'wartawan', 'indonesia', 'daerah', 'jawa', 'timur', 'pwi', 'jawa', 'timur', 'divisihumaspolri']",6,positif
"['warga', 'tinggal', 'muncul', 'dps', 'pilih', 'kepala', 'daerah', 'sumenep', 'hhasil', 'monitoring', 'daftar', 'pilih', 'dps', 'pilih', 'kepala', 'daerah', 'kabupaten', 'sumenep', 'tanggap', 'masuk', 'via', 'beritajatimcom']",-12,negatif
"['kader', 'gp', 'ansor', 'bangkal', 'komando', 'sikap', 'netral', 'pilih', 'kepala', 'daerah']",0,netral
"['haiii', 'ppk', 'plaosan', 'giat', 'sosialisasi', 'pilih', 'mula', 'sman', 'plaosan', 'rangkai', 'acara', 'kirab', 'maskot', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'kpumagetan', 'kpujatim']",-5,negatif
"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif
"['rozaq', 'harap', 'kerja', 'elemen', 'masyarakat', 'banyuwangi', 'bersamasama', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",6,positif
"['anggota', 'kpu', 'jatim', 'miftahur', 'rozaq', 'apresiasi', 'dukung', 'perintah', 'daerah', 'dprd', 'kabupaten', 'banyuwangi', 'upaya', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",2,positif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'jember', 'kpu', 'kabupaten', 'banyuwangi']",2,positif
"['kpu', 'jatim', 'aku', 'upaya', 'laksana', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'teman', 'pilih', 'jalan', 'raker', 'ayo', 'simak', 'postingan', 'lupa', 'like', 'komen', 'share', 'iya']",-3,negatif
"['anggota', 'kpu', 'jatim', 'choirul', 'umam', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'jalan', 'lancar', 'kendalakendala', 'hadap', 'atas']",-4,negatif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'rapat', 'kerja', 'raker', 'asistensi', 'siap', 'kesiap', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'wilayah', 'provinsi', 'jatim', 'tenaga', 'ahli', 'komisi', 'ii', 'dpr', 'ri']",11,positif
"['harap', 'angka', 'partisipasi', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'catat', 'kampanye', 'giat', 'masyarakat', 'sedia', 'salur', 'hak', 'pilih']",5,positif
"['jalan', 'raya', 'bukit', 'darmo', 'nomor', 'putat', 'gede', 'sukomanunggal', 'surabaya', 'senin', 'september', 'umam', 'kabupaten', 'kota', 'gelar', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'daerah', 'ikut', 'pasang', 'calon']",3,positif
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'choirul', 'umam', 'narasumber', 'talk', 'show', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak', 'radio', 'suara', 'surabaya', 'sesi', 'laksana', 'suara', 'surabaya', 'centre']",3,positif
"['ajak', 'jaga', 'semangat', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'padat', 'jadwal', 'tetap', 'pasang', 'calon', 'september']",11,positif
"['teman', 'pilih', 'rangkai', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif
"['ketua', 'kpu', 'kabupaten', 'jember', 'desi', 'anggraeni', 'harap', 'kirab', 'maskot', 'gelar', 'kontribusi', 'dampak', 'positif', 'tegak', 'demokrasi', 'indonesia', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif
"['jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'kabupaten', 'magetan', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'komisi', 'pilih', 'kpu', 'kabupaten', 'lumajang', 'kpu', 'kabupaten', 'jember']",0,netral
"['harap', 'sosialisasi', 'gelar', 'tambah', 'wawas', 'tingkat', 'partisipasi', 'masyarakat', 'pilih', 'kepala', 'daerah', 'serentak', 'gelar', 'november']",12,positif
"['insan', 'tekan', 'kerja', 'elemen', 'masyarakat', 'komunitas', 'otomotif', 'upaya', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'g']",0,netral
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'insan', 'qoriawan', 'gelar', 'sosialisasi', 'didik', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'komunitas', 'vespa', 'kabupaten', 'pasuruan']",-2,negatif
"['september', 'laksana', 'undi', 'nomor', 'urut', 'mana', 'pasang', 'calon', 'wajib', 'hadir', 'teman', 'pilih', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi']",8,positif
"['teman', 'pilih', 'rangkai', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif
"['jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'kabupaten', 'magetan', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'komisi', 'pilih', 'kpu', 'kabupaten', 'ngawi', 'kpu', 'kabupaten', 'magetan', 'alunalun', 'magetan']",0,netral
"['rozaq', 'harap', 'didik', 'pilih', 'gelar', 'tambah', 'wawas', 'tingkat', 'libat', 'masyarakat', 'pilih', 'kepala', 'daerah', 'november', 'teman', 'pilih', 'giat', 'hadir', 'kpu', 'jatim', 'pantau', 'website', 'media', 'sosial', 'resmi']",7,positif
"['rozaq', 'harap', 'jalin', 'kerja', 'elemen', 'masyarakat', 'pondok', 'pesantren', 'guru', 'lembaga', 'swadaya', 'masyarakat', 'upaya', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'mifhathur', 'rozaq', 'hadir', 'sosialisasi', 'tatap', 'muka', 'pilih', 'kepala', 'daerah', 'serentak', 'serta', 'asal', 'kalang', 'pilih', 'muda']",-3,negatif
"['rabu', 'september', 'khofifah', 'kunjung', 'kantor', 'nt', 'tower', 'tanggap', 'lawan', 'pilih', 'kepala', 'daerah', 'jawa', 'timur']",-2,negatif
"['kader', 'pdip', 'bondowoso', 'wajib', 'hukum', 'menang', 'pasang', 'cagub', 'cawagub', 'tri', 'rismaharinizahrul', 'azhar', 'asumta', 'pilih', 'kepala', 'daerah', 'jatim']",-1,negatif
"['cagub', 'srikandi', 'tarung', 'pilih', 'kepala', 'daerah', 'jatim', 'tara', 'gender', 'demokrasi', 'tingkat', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'hadir', 'calon', 'via', 'beritajatimcom']",-7,negatif
"['rabu', 'kantor', 'ntv', 'datang', 'calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'nanti', 'wawancara', 'lengkap', 'nusantara', 'tv']",-4,negatif
"['forum', 'rukun', 'umat', 'agama', 'fkub', 'kota', 'diri', 'jawa', 'timur', 'libat', 'pemuda', 'kota', 'cipta', 'pilih', 'kepala', 'daerah', 'damai']",-5,negatif
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'diri', 'jawa', 'timur', 'terima', 'lapor', 'kait', 'netralitas', 'aparatur', 'sipil', 'negara', 'asn', 'jelang', 'pilih', 'kepala', 'daerah']",1,positif
"['haiii', 'warga', 'plaosan', 'antusias', 'hadir', 'acara', 'kirab', 'maskot', 'jalur', 'puncak', 'acara', 'kebun', 'refugia', 'riah', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'kpujatim', 'kpumagetan']",-6,negatif
"['presiden', 'joko', 'widodo', 'jokowi', 'lantik', 'saifullah', 'yusuf', 'menteri', 'sosial', 'mensos', 'definitif', 'ganti', 'tri', 'rismaharani', 'maju', 'kontestasi', 'pilih', 'kepala', 'daerah']",8,positif
"['mantan', 'ketua', 'kpu', 'surabaya', 'nur', 'syamsi', 'ketua', 'tim', 'menang', 'eriarmuji', 'pilih', 'kepala', 'daerah']",-10,negatif
"['gelar', 'konsolidasi', 'pdip', 'juang', 'kabupaten', 'diri', 'menang', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif
"['selasa', 'kapolsek', 'pucuk', 'forkopimcam', 'hadir', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'dpshp', 'pendopo', 'camat', 'pucuk', 'rangka', 'pilih', 'kepala', 'daerah', 'serentak', 'divhumaspolri', 'humaspoldajatim', 'polreslamongan']",-2,negatif
"['agenda', 'tahap', 'pilih', 'kepala', 'daerah', 'selasa', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'daftar', 'pilih', 'hasil', 'baik', 'dpshp', 'tingkat', 'camat', 'pilih', 'gubernur', 'wakil', 'gubernur', 'jatim', 'bupati', 'wakil', 'bupati', 'bangkal', 'laksana', 'camat', 'kabupaten', 'bkln']",-4,negatif
"['catat', 'harta', 'kaya', 'cabupcawabup', 'pilih', 'kepala', 'daerah', 'tuban', 'gali', 'data', 'finansial', 'nama']",-5,negatif
"['siap', 'kompas', 'tv', 'biro', 'jabar', 'jatim', 'sulsel', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak']",5,positif
"['daftar', 'pilih', 'yukk', 'coba', 'cek', 'langkahlangkah', 'kece', 'nama', 'catat', 'masuk', 'daftar', 'pilih', 'partisipasi', 'pilih', 'kepala', 'daerah', 'serentak', 'tinggal', 'pilih', 'kepala', 'daerah', 'serentak', 'divhumaspolri']",-5,negatif
"['calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'ajak', 'perangkat', 'desa', 'gabung', 'satu', 'perangkat', 'desa', 'indonesia', 'ppdi', 'jaga', 'kondusivitas', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-7,negatif
"['risma', 'jelang', 'pilih', 'kepala', 'daerah', 'jatim', 'peluang', 'saing', 'lepas', 'jabat', 'menteri', 'sosial']",0,netral
"['kpu', 'jatim', 'siap', 'skenario', 'kotak', 'kosong', 'menang', 'pilih', 'kepala', 'daerah']",-9,negatif
"['jelang', 'pilih', 'kepala', 'daerah', 'mari', 'jaga', 'suasana', 'kondusif', 'damai', 'tertib', 'aman', 'jawa', 'timur', 'bukti', 'pilih', 'masyarakat', 'jawa', 'timur', 'masyarakat', 'dewasa', 'harga', 'insya', 'allah', 'jawa', 'timur', 'damai', 'tenang']",18,positif
"['serah', 'terima', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'ppk', 'camat', 'bendo', 'ppk', 'camat', 'sukomoro', 'senin', 'september', 'wib', 'lapang', 'bulu', 'kpujatim', 'kpumagetan', 'sukomoropp']",5,positif
"['partai', 'perindo', 'tentu', 'sikap', 'pilih', 'kepala', 'daerah', 'tuban', 'motif', 'pilih', 'abstain']",-5,negatif
"['suara', 'nu', 'pecah', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'modal', 'kuat', 'khofifah', 'vs', 'kans', 'risma', 'luluk', 'tribunkaltim']",-3,negatif
"['babak', 'pilih', 'kepala', 'daerah', 'jember', 'bapaslon', 'lolos', 'verifikasi', 'administrasi']",-10,negatif
"['suara', 'demokrasi', 'jelang', 'pilih', 'kepala', 'daerah', 'banyak', 'pilih', 'muda', 'paham', 'cek', 'daftar', 'hindar', 'hoakshoaks', 'pilih', 'damai', 'yukkk', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak', 'divisihumaspolri']",-6,negatif
"['ketua', 'kpu', 'ri', 'mochammad', 'afifuddin', 'nilai', 'semangat', 'pilih', 'kepala', 'daerah', 'serentak', 'wakil', 'daerah', 'menang', 'kotak', 'kosong']",1,positif
"['kepala', 'desa', 'jatim', 'ambil', 'sikap', 'pilih', 'kepala', 'daerah', 'kepala', 'desa', 'gabung', 'paguyuban', 'kepala', 'desa', 'pkd', 'jawa', 'timur', 'sikap']",-8,negatif
"['ziarah', 'makam', 'leluhur', 'risma', 'restu', 'hadap', 'pilih', 'kepala', 'daerah', 'jatim']",-6,negatif
"['pilih', 'kepala', 'daerah', 'probolinggo', 'partisipasi', 'pilih', 'target', 'masyarakat', 'golong', 'putih', 'pilih', 'peduli', 'kabupaten', 'probolinggo']",-4,negatif
"['pilih', 'kepala', 'daerah', 'kota', 'blitar', 'pasang', 'calon', 'lolos', 'tes', 'sehat']",0,netral
"['suara', 'nu', 'pecah', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'modal', 'kuat', 'khofifah', 'vs', 'kans', 'risma', 'luluk', 'tribunkaltim']",-3,negatif
"['calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'sebut', 'komitmen', 'pks', 'jawa', 'timur', 'menang', 'pasang', 'khofifahemil', 'pilih', 'kepala', 'daerah', 'jatim']",1,positif
"['daerah', 'jawa', 'timur', 'ikut', 'calon', 'tunggal', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'catat', 'pasang', 'calon', 'kepala', 'daerah', 'jatim', 'lawan', 'kotak', 'kosong', 'guru', 'gembul', 'cd', 'abang', 'fufufafa', 'fanny', 'jakarta', 'international']",-13,negatif
"['srikandi', 'pilih', 'kepala', 'daerah', 'jatim', 'rebut', 'suara', 'nahdliyin']",-3,negatif
"['kpu', 'kabupaten', 'trenggalek', 'jawa', 'timur', 'panjang', 'daftar', 'calon', 'kepala', 'daerah', 'tutup', 'pasang', 'calon', 'bupatiwakil', 'bupati', 'daftar', 'tahana', 'pilih', 'kepala', 'daerah', 'trenggalek']",-2,negatif
"['tri', 'rismaharini', 'resmi', 'undur', 'posisi', 'menteri', 'sosial', 'mensos', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'risma', 'lawan', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'pdip', 'usung', 'risma', 'hadap', 'khofifah', 'petanana', 'pilih', 'kepala', 'daerah', 'jatim']",-1,negatif
"['pdi', 'juang', 'kota', 'surabaya', 'jawa', 'timur', 'panas', 'mesin', 'politik', 'menang', 'pasang', 'eri', 'cahyadiarmuji', 'rismagus', 'hans', 'pilih', 'kepala', 'daerah', 'serentak', 'salah', 'satu', 'giat', 'senam', 'cinta', 'tanah', 'air', 'sicita']",2,positif
