Unnamed: 0,tokens_stemmed,bobot_nilai_total,label,Prediksi_Naive_Bayes,Prediksi_Logistic_Regression
1001,"['hasil', 'survei', 'paslon', 'pilih', 'kepala', 'daerah', 'jatim', 'segmen', 'pilih', 'khofifah', 'saing', 'risma', 'luluk', 'tribunkaltim']",-1,negatif,negatif,negatif
1002,"['timpenguinnas', 'ajar', 'pilpres', 'selamat', 'khofifah', 'menang', 'pilih', 'kepala', 'daerah', 'jatim']",0,netral,negatif,negatif
1003,"['polresta', 'madiun', 'siaga', 'awal', 'pribadi', 'pilih', 'kepala', 'daerah']",-2,negatif,negatif,negatif
1004,"['dpd', 'golkar', 'kabupaten', 'pasuruan', 'gelar', 'konsolidasi', 'menang', 'pilih', 'kepala', 'daerah', 'dewan', 'pimpin', 'daerah', 'dpd', 'partai', 'golkar', 'kabupaten', 'pasuruan', 'gelar', 'konsolidasi', 'menang', 'pilih', 'kepala', 'daerah', 'kantor', 'via', 'beritajatimcom']",1,positif,negatif,negatif
1005,"['aman', 'deklarasi', 'damai', 'pilih', 'kepala', 'daerah', 'jatim', 'alunalun', 'kabupaten', 'trenggalek', 'polisi', 'lintas', 'trenggalek', 'peran', 'lancar', 'alih', 'arus', 'lintas', 'giat', 'ayo', 'mandiri', 'tertib', 'lintas', 'korlantaspolrintmc', 'ntmcchannel', 'ditlantaspoldajatim']",0,netral,positif,netral
1006,"['sobat', 'hubung', 'masyarakat', 'pilih', 'kepala', 'daerah', 'laksana', 'tanggal', 'november', 'hak', 'pilih', 'tertib', 'ayo', 'sukses', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'aman', 'damai', 'tertib', 'kondusif', 'divisihumaspolri']",-1,negatif,negatif,negatif
1007,"['pilih', 'kepala', 'daerah', 'jatim', 'risma', 'dukung', 'kelompok', 'rawan', 'prabowo']",-8,negatif,negatif,negatif
1008,"['partisipasi', 'masyarakat', 'potensi', 'kuat', 'awas', 'pilih', 'kepala', 'daerah', 'deklarasi', 'kampanye', 'damai', 'kpu', 'bawaslu', 'kabupaten', 'pasuruan', 'ajak', 'partisipasi', 'awas', 'jalan', 'via', 'beritajatimcom']",9,positif,negatif,positif
1009,"['deklarasi', 'kampanye', 'damai', 'kpu', 'jatim', 'ajak', 'paslon', 'hindar', 'ujar', 'benci', 'pilih', 'kepala', 'daerah']",-6,negatif,negatif,negatif
1010,"['perintah', 'kota', 'perintah', 'kota', 'diri', 'jawa', 'timur', 'gencar', 'edukasi', 'kait', 'netralitas', 'aparatur', 'sipil', 'negara', 'asn', 'tni', 'polri', 'jelang', 'pilih', 'kepala', 'daerah', 'gelar', 'serentak', 'kota', 'diri']",2,positif,negatif,negatif
1011,"['halo', 'pj', 'sekretaris', 'provinsi', 'jawa', 'timur', 'wakil', 'pj', 'gubernur', 'jawa', 'timur', 'resmi', 'berangkat', 'pasu', 'kirab', 'pataka', 'jer', 'basuki', 'mawa', 'beya', 'kip', 'jbmb', 'tema', 'sigap', 'pilih', 'kepala', 'daerah', 'damai', 'sipadam', 'jatim']",-5,negatif,negatif,negatif
1012,"['pilih', 'kepala', 'daerah', 'kota', 'probolinggo', 'paslon', 'sejatim', 'probolinggo', 'pilih', 'kepala', 'daerah', 'kota', 'probolinggo', 'sorot', 'milik', 'via', 'beritajatimcom']",-5,negatif,negatif,negatif
1013,"['gbngku', 'luka', 'pildun', 'gagal', 'pdip', 'kering', 'mbacot', 'pilih', 'kepala', 'daerah', 'kasih', 'ajar', 'megalomania', 'pdip', 'pilih', 'usung', 'jateng', 'ampbali', 'jatim', 'amp', 'jabar', 'jakarta', 'amp', 'banten', 'lain', 'amp', 'sumut']",-18,negatif,negatif,negatif
1014,"['kh', 'afifuddin', 'muhajir', 'seru', 'satu', 'ancam', 'politik', 'uang', 'pilih', 'kepala', 'daerah']",-5,negatif,negatif,negatif
1015,"['kosongualu', 'cocok', 'padu', 'topi', 'kecebong', 'lupa', 'pildun', 'batal', 'pilih', 'kepala', 'daerah', 'gagal', 'usung', 'simbok', 'megalomania', 'pdip', 'jateng', 'bal', 'jatim', 'jakarta', 'banten', 'awokawok']",-10,negatif,negatif,negatif
1016,"['perintah', 'kota', 'diri', 'jawa', 'timur', 'ajak', 'masyarakat', 'partisipasi', 'sambut', 'pilih', 'kepala', 'daerah', 'aktif', 'cari', 'informasi', 'sah', 'visi', 'misi', 'pasang', 'calon', 'kepala', 'daerah']",4,positif,positif,positif
1017,"['pilih', 'kepala', 'daerah', 'ika', 'upn', 'veteran', 'jatim', 'tegas', 'netral']",-2,negatif,positif,negatif
1018,"['mari', 'dukung', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'wujud', 'laksana', 'pilih', 'kepala', 'daerah', 'integritas', 'lupa', 'tanggal', 'november', 'mungut', 'suara', 'divisihumaspolri', 'kpujatim']",1,positif,positif,positif
1019,"['apel', 'gelar', 'pasu', 'serah', 'personel', 'aman', 'awal', 'ketua', 'kpu', 'ketua', 'bawaslu', 'prov', 'jatim', 'pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'jatim', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'th', 'divisihumaspolri']",6,positif,positif,positif
1020,"['jelang', 'pilih', 'kepala', 'daerah', 'perintah', 'kota', 'mojokerto', 'jaga', 'netralitas', 'aparatur', 'negara']",-1,negatif,negatif,negatif
1021,"['apel', 'gelar', 'pasu', 'serah', 'personel', 'aman', 'awal', 'ketua', 'kpu', 'ketua', 'bawaslu', 'prov', 'jatim', 'padang', 'calon', 'gubernur', 'wakil', 'gubernur', 'jatim', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'th', 'divisihumaspolri']",2,positif,positif,positif
1022,"['mari', 'dukung', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'wujud', 'laksana', 'pilih', 'kepala', 'daerah', 'integritas', 'aang', 'naif', 'sh', 'mh', 'ketua', 'kpu', 'prov', 'jawa', 'timur', 'divisihumaspolri', 'kpujatim']",8,positif,positif,positif
1023,"['undi', 'nomor', 'urut', 'pilih', 'kepala', 'daerah', 'jatim', 'pilih', 'kepala', 'daerah', 'surabaya', 'dpc', 'pdi', 'juang', 'kota', 'surabaya', 'langsung', 'genjot', 'mesin', 'menang', 'mesin', 'menang', 'genjot', 'tingkat', 'urus', 'anak', 'ranting', 'level', 'rw', 'menang', 'pilih', 'kepala', 'daerah']",-9,negatif,negatif,negatif
1024,"['mas', 'emil', 'ngepantun', 'acara', 'undi', 'tetap', 'nomor', 'urut', 'pilih', 'kepala', 'daerah', 'jatim']",1,positif,positif,positif
1025,"['ika', 'upn', 'veteran', 'jatim', 'tegas', 'netral', 'pilih', 'kepala', 'daerah', 'serentak', 'ika', 'upn', 'veteran', 'jatim', 'komitmen', 'netral', 'libat', 'politik', 'praktis', 'susul', 'via', 'beritajatimcom']",4,positif,positif,positif
1026,"['jelang', 'pilih', 'kepala', 'daerah', 'perintah', 'kota', 'mojokerto', 'jaga', 'netralitas', 'aparatur', 'negara']",-1,negatif,negatif,negatif
1027,"['sambut', 'adhi', 'karyono', 'nur', 'kholis', 'laksana', 'tanggung', 'penuh', 'pj', 'bupati', 'pasuruan', 'awal', 'bangun', 'pilih', 'kepala', 'daerah', 'serentak', 'laksana', 'rabu', 'november']",2,positif,positif,positif
1028,"['ika', 'upn', 'veteran', 'jatim', 'tegas', 'netral', 'libat', 'politik', 'praktis', 'pilih', 'kepala', 'daerah']",1,positif,positif,positif
1029,"['sosok', 'cagubcawagub', 'pilih', 'kepala', 'daerah', 'jatim', 'srikandi', 'khofifahrismaluluk', 'serta', 'harta', 'kaya', 'via', 'tribunnews']",0,netral,negatif,negatif
1030,"['kpu', 'sidoarjo', 'pleno', 'buka', 'tetap', 'nomor', 'urut', 'paslon', 'pilih', 'kepala', 'daerah']",1,positif,negatif,negatif
1031,"['kpu', 'jawa', 'timur', 'bentuk', 'satgas', 'demokrasi', 'ajak', 'generasi', 'muda', 'mahasiswa', 'peran', 'aktif', 'pilih', 'kepala', 'daerah', 'jatim', 'mahasiswa', 'harap', 'tangkal', 'hoaks', 'verifikasi', 'informasi', 'sumber', 'jaga', 'integritas', 'demokrasi']",-5,negatif,negatif,negatif
1032,"['kpu', 'jatim', 'tetap', 'nomor', 'urut', 'pasang', 'cagubcawagub', 'pilih', 'kepala', 'daerah', 'serentak']",8,positif,positif,positif
1033,"['kapolda', 'jatim', 'siap', 'walpri', 'aman', 'paslon', 'pilih', 'kepala', 'daerah', 'jatim']",-1,negatif,negatif,negatif
1034,"['kpu', 'jatim', 'tetap', 'nomor', 'urut', 'paslon', 'serta', 'pilih', 'kepala', 'daerah']",3,positif,positif,positif
1035,"['nomor', 'urut', 'pilgub', 'undi', 'senin', 'provinsi', 'jakarta', 'jabar', 'jateng', 'jatim', 'sorot', 'pilih', 'kepala', 'daerah', 'pulau', 'jawa']",1,positif,negatif,negatif
1036,"['pilih', 'kepala', 'daerah', 'trenggalek', 'laku', 'khusus', 'bumbung', 'kosong', 'masyarakat', 'pilih', 'bebas', 'pilih', 'pilih', 'calon', 'tunggal']",-13,negatif,negatif,negatif
1037,"['pilih', 'kepala', 'daerah', 'polda', 'jatim', 'tugas', 'personel', 'awal', 'pribadi', 'tugas', 'september', 'november', 'aman', 'dukung', 'lancar', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif,positif,positif
1038,"['khofifah', 'emil', 'pidato', 'deklarasi', 'kampanye', 'damai', 'jelang', 'pilih', 'kepala', 'daerah', 'gubernur', 'jawa', 'timur', 'pasang', 'khofifah', 'emil', 'satu', 'satu', 'saudara', 'nomor']",9,positif,positif,positif
1039,"['pilih', 'kepala', 'daerah', 'pilih', 'jatim', 'orang', 'pilih', 'pilih', 'kepala', 'daerah', 'jatim', 'orang', 'pilih', 'penuh', 'syarat', 'tms', 'orang']",-10,negatif,negatif,negatif
1040,"['elektabilitas', 'khofifah', 'vs', 'risma', 'vs', 'luluk', 'hasil', 'survei', 'baru', 'pilih', 'kepala', 'daerah', 'jatim', 'tribunnews']",1,positif,positif,positif
1041,"['jelang', 'kampanye', 'pilih', 'kepala', 'daerah', 'kepala', 'satu', 'intelkam', 'polres', 'gresik', 'ganti', 'gresik', 'polres', 'gresik', 'rotasi', 'jabat', 'jelang', 'kampanye', 'pilih', 'kepala', 'daerah', 'serentak', 'via', 'beritajatimcom']",10,positif,positif,positif
1042,"['pj', 'gubernur', 'jatim', 'ajak', 'serta', 'pilih', 'kepala', 'daerah', 'hindar', 'ujar', 'benci']",-4,negatif,negatif,negatif
1043,"['jabat', 'pj', 'gubernur', 'jawa', 'timur', 'adhy', 'karyono', 'ajak', 'kontestan', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'hindar', 'ujar', 'benci', 'hoaks', 'tahap', 'kampanye', 'september', 'november']",-8,negatif,negatif,negatif
1044,"['polisi', 'resor', 'polres', 'batu', 'kerah', 'personel', 'tugas', 'awal', 'pribadi', 'walpri', 'pasang', 'calon', 'wali', 'kota', 'wakil', 'wali', 'kota', 'langsung', 'tahap', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",0,netral,negatif,netral
1045,"['komisi', 'pilih', 'kpu', 'kota', 'malang', 'enam', 'mungut', 'suara', 'tps', 'lokasi', 'khusus', 'loksus', 'siap', 'laksana', 'tahap', 'mungut', 'suara', 'pilih', 'kepala', 'daerah']",-8,negatif,negatif,negatif
1046,"['komisi', 'pilih', 'kabupaten', 'tulungagung', 'jawa', 'timur', 'sosialisasi', 'detail', 'atur', 'kampanye', 'pasang', 'calon', 'tetap', 'serta', 'pilih', 'kepala', 'daerah', 'tulungagung']",13,positif,positif,positif
1047,"['komisi', 'pilih', 'kpu', 'kabupaten', 'jember', 'undi', 'tetap', 'nomor', 'urut', 'pasang', 'calon', 'bupati', 'wakil', 'calon', 'bupati', 'serta', 'pilih', 'kepala', 'daerah', 'jember', 'rapat', 'pleno', 'buka', 'gelar', 'auditorium', 'universitas', 'soebandi']",8,positif,positif,positif
1048,"['polresta', 'banyuwangi', 'siaga', 'ratus', 'personel', 'aman', 'tetap', 'nomor', 'urut', 'paslon', 'pilih', 'kepala', 'daerah', 'via', 'liputanwartajatimcom']",1,positif,positif,positif
1049,"['nomer', 'urut', 'paslon', 'pilih', 'kepala', 'daerah', 'magetan']",-2,negatif,negatif,negatif
1050,"['ketua', 'kpu', 'jatim', 'aang', 'naif', 'tekan', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'undi', 'tetap', 'nomor', 'urut']",2,positif,positif,positif
1051,"['pasang', 'calon', 'pilih', 'gubernur', 'pilgub', 'jawa', 'timur', 'resmi', 'nomor', 'urut', 'undi', 'gelar', 'komisi', 'pilih', 'jawa', 'timur', 'baca', 'lengkap']",8,positif,positif,positif
1052,"['ipong', 'sugiri', 'beda', 'pandang', 'nomor', 'urut', 'pilih', 'kepala', 'daerah', 'ponorogo', 'tahap', 'undi', 'nomor', 'urut', 'pasang', 'calon', 'paslon', 'bupati', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'via', 'beritajatimcom']",-3,negatif,negatif,negatif
1053,"['pilih', 'kepala', 'daerah', 'mojokerto', 'gus', 'barra', 'nomor', 'urut', 'ikfina', 'nomor', 'urut']",-2,negatif,negatif,negatif
1054,"['baru', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'nomor', 'urut', 'paslon', 'luluklukman', 'khofifahemil', 'rismagus', 'hans', 'tribunkaltim']",-2,negatif,negatif,negatif
1055,"['kpu', 'sumenep', 'tetap', 'nomor', 'urut', 'paslon', 'pilih', 'kepala', 'daerah', 'fikriunais', 'fauziimam']",1,positif,positif,positif
1056,"['hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'saing', 'elektabilitaspopularitas', 'khofifah', 'vs', 'risma', 'luluk', 'tribunnews']",1,positif,positif,positif
1057,"['hasil', 'rekapitulasi', 'daftar', 'pilih', 'camat', 'tenggarang', 'pilih', 'kepala', 'daerah', 'serentak', 'kpuri', 'kpujatim', 'kpubondowoso']",-4,negatif,negatif,negatif
1058,"['baru', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'nomor', 'urut', 'paslon', 'luluklukman', 'khofifahemil', 'rismagus', 'hans', 'tribunkaltim']",-2,negatif,negatif,negatif
1059,"['rini', 'nomor', 'urut', 'pilih', 'kepala', 'daerah', 'blitar', 'isyarat', 'periode', 'calon', 'tahana', 'rini', 'syarifahabdul', 'ghoni', 'resmi', 'nomor', 'urut', 'pilih', 'bupati', 'blitar', 'rini', 'syarifah', 'via', 'beritajatimcom']",-2,negatif,negatif,negatif
1060,"['partai', 'ummat', 'rapat', 'pdip', 'dukung', 'tahana', 'pilih', 'kepala', 'daerah', 'jember']",0,netral,negatif,netral
1061,"['kpud', 'jatim', 'undi', 'nomor', 'urut', 'pilih', 'kepala', 'daerah', 'jatim', 'hotel', 'mercure', 'mirama', 'surabaya', 'senin', 'siang']",-1,negatif,negatif,negatif
1062,"['partai', 'demokrat', 'gresik', 'gelar', 'konsolidasi', 'menang', 'pilgub', 'jatim', 'pilih', 'kepala', 'daerah', 'gresik']",2,positif,positif,positif
1063,"['masuk', 'kampanye', 'pilih', 'kepala', 'daerah', 'ngawi', 'onyantok', 'cuti', 'ngawi', 'pasuk', 'kampanye', 'pilih', 'kepala', 'daerah', 'ngawi', 'paslon', 'tahana', 'ony', 'anwar', 'harsonodwi', 'rianto', 'via', 'beritajatimcom']",-1,negatif,negatif,negatif
1064,"['tantang', 'khofifah', 'pilih', 'kepala', 'daerah', 'jatim', 'hadap', 'unsur', 'tokoh', 'kuat', 'mesin', 'koalisi', 'kim', 'plus']",-5,negatif,negatif,negatif
1065,"['partai', 'demokrat', 'gresik', 'gelar', 'konsolidasi', 'menang', 'pilgub', 'jatim', 'pilih', 'kepala', 'daerah', 'gresik']",2,positif,positif,positif
1066,"['breaking', 'news', 'nomor', 'urut', 'pasang', 'cagub', 'cawagub', 'jawa', 'timur', 'nomor', 'urut', 'pilih', 'kepala', 'daerah', 'jatim', 'luluklukman', 'khofifahemil', 'rismagus', 'hans']",2,positif,positif,positif
1067,"['komisi', 'pilih', 'kpu', 'kabupaten', 'bondowoso', 'jawa', 'timur', 'senin', 'jadwal', 'tahap', 'undi', 'nomor', 'urut', 'pasang', 'calon', 'bupati', 'calon', 'wakil', 'bupati', 'tetap', 'pasang', 'calon', 'serta', 'pilih', 'kepala', 'daerah']",12,positif,positif,positif
1068,"['dyananjani', 'moga', 'pilih', 'kepala', 'daerah', 'jateng', 'kubur', 'massal', 'gerombol', 'banteng', 'jatim', 'jabar', 'dki', 'bal']",-5,negatif,negatif,negatif
1069,"['pilih', 'kepala', 'daerah', 'tuban', 'riyadiwafi', 'nomor', 'urut', 'lindrajoko', 'rapat', 'pleno', 'buka', 'undi', 'tetap', 'nomor', 'urut', 'pasang', 'calon', 'bupati', 'wakil', 'bupati', 'tuban', 'gelar', 'kpu', 'senin', 'via', 'beritajatimcom']",5,positif,positif,positif
1070,"['partai', 'demokrat', 'gresik', 'gelar', 'konsolidasi', 'menang', 'pilgub', 'jatim', 'pilih', 'kepala', 'daerah', 'gresik']",2,positif,positif,positif
1071,"['pasang', 'calon', 'paslon', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'lamongan', 'nomor', 'urut', 'yuhronur', 'efendi', 'pasang', 'dirham', 'akbar', 'aksara', 'fokus', 'laksana', 'kampanye', 'september']",8,positif,positif,positif
1072,"['testimoni', 'habib', 'm', 'roh', 'anggota', 'kpu', 'jawa', 'timur', 'jelang', 'pilih', 'kepala', 'daerah', 'divisihumaspolri']",5,positif,positif,positif
1073,"['hasil', 'undi', 'nomor', 'urut', 'paslon', 'pilih', 'kepala', 'daerah', 'malang', 'sanusilathifah', 'gunawanumar']",-4,negatif,negatif,negatif
1074,"['komisi', 'pilih', 'kpu', 'kabupaten', 'lamongan', 'tuntas', 'tahap', 'tetap', 'undi', 'nomor', 'urut', 'pasang', 'calon', 'bupati', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'sport', 'center', 'lamongan', 'jawa', 'timur', 'senin']",6,positif,positif,positif
1075,"['aman', 'ketat', 'undi', 'nomor', 'urut', 'paslon', 'pilih', 'kepala', 'daerah', 'ponorogo', 'jelang', 'undi', 'nomor', 'urut', 'paslon', 'pilih', 'kepala', 'daerah', 'ponorogo', 'polres', 'ponorogo', 'instansi', 'kait', 'via', 'beritajatimcom']",-6,negatif,negatif,negatif
1076,"['harap', 'giat', 'gelar', 'gugah', 'sadar', 'masyarakat', 'partisipasi', 'aktif', 'pilih', 'kepala', 'daerah', 'serentak']",7,positif,positif,positif
1077,"['ketua', 'kpu', 'jatim', 'aang', 'naif', 'bentuk', 'satgas', 'demokrasi', 'organisasi', 'mahasiswa', 'gabung', 'cipayung', 'plus', 'gagas', 'kpu', 'jatim', 'pilih', 'kepala', 'daerah', 'serentak', 'pilih']",3,positif,positif,positif
1078,"['aang', 'ajak', 'masyarakat', 'partisipasi', 'daring', 'luring', 'peduli', 'pilih', 'kepala', 'daerah', 'serentak', 'amanah', 'reformasi']",13,positif,positif,positif
1079,"['dukung', 'kritik', 'masyarakat', 'aku', 'kpu', 'jatim', 'selenggara', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,positif,positif
1080,"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'jambore', 'satgas', 'demokrasi', 'jawa', 'timur', 'tema', 'teguh', 'peran', 'intelektual', 'muda', 'karakter', 'adab', 'unggul', 'wujud', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'integritas']",10,positif,positif,positif
1081,"['harga', 'harap', 'picu', 'semangat', 'jajar', 'kpu', 'jatim', 'satgas', 'demokrasi', 'bersamasama', 'jalan', 'tugas', 'sebaikbaiknya', 'upaya', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",6,positif,positif,positif
1082,"['komisi', 'pilih', 'kpu', 'jawa', 'timur', 'tetap', 'pasang', 'calon', 'gubernurwakil', 'gubernur', 'jawa', 'timur', 'pilih', 'kepala', 'daerah', 'jatim', 'tetap', 'hasil', 'rapat', 'pleno', 'hadir', 'tiga', 'cagubcawagub', 'khofifah', 'indar', 'parawansaemil', 'elestianto', 'dardak', 'tri']",9,positif,positif,positif
1083,"['mari', 'hadir', 'diskusi', 'x', 'space', 'simbol', 'awal', 'wakil', 'makna', 'perempuan', 'pilih', 'kepala', 'daerah', 'jatim', 'rabu', 'september', 'wib', 'x', 'twitter', 'kondeco', 'kawula', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'salah', 'tarik']",-2,negatif,negatif,negatif
1084,"['bawaslu', 'ingat', 'paslon', 'pilih', 'kepala', 'daerah', 'tuban', 'curi', 'start', 'kampanye']",-5,negatif,negatif,negatif
1085,"['kpu', 'kota', 'probolinggo', 'resmi', 'tetap', 'pilih', 'kepala', 'daerah', 'serentak', 'komisi', 'pilih', 'kpu', 'kota', 'probolinggo', 'resmi', 'tetap', 'daftar', 'pilih', 'pilih', 'gubernur', 'via', 'beritajatimcom']",4,positif,negatif,positif
1086,"['luluk', 'target', 'juta', 'suara', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'elektabilitas', 'lawan', 'khofifah', 'risma', 'tribunnews']",1,positif,negatif,negatif
1087,"['kpu', 'jember', 'tetap', 'paslon', 'pilih', 'kepala', 'daerah', 'jember', 'bupati', 'aktif', 'wajib', 'cuti']",-1,negatif,negatif,negatif
1088,"['komisi', 'pilih', 'kpu', 'kabupaten', 'banyuwangi', 'jawa', 'timur', 'resmi', 'tetap', 'pasang', 'ipuk', 'fiestiadanimujiono', 'moh', 'ali', 'makki', 'zaini', 'gus', 'makkiali', 'ruchi', 'calon', 'bupati', 'wakil', 'bupati', 'banyuwangi', 'pilih', 'kepala', 'daerah', 'serentak']",11,positif,positif,positif
1089,"['pasang', 'calon', 'bupati', 'diri', 'deny', 'widyanarko', 'calon', 'wakil', 'bupati', 'diri', 'mudawamah', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'wilayah', 'kabupaten', 'diri', 'jawa', 'timur', 'jalan', 'damai']",-3,negatif,negatif,negatif
1090,"['komisi', 'pilih', 'kpu', 'kota', 'malang', 'jawa', 'timur', 'resmi', 'tetap', 'pasang', 'calon', 'wali', 'kota', 'wakil', 'wali', 'kota', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'rapat', 'pleno', 'tutup', 'minggu']",-6,negatif,negatif,negatif
1091,"['kanit', 'binmas', 'polsek', 'senori', 'polres', 'tuban', 'polda', 'jatim', 'ikut', 'rapat', 'koordinasi', 'tempat', 'apk', 'pilih', 'kepala', 'daerah', 'ruang', 'sekretariat', 'ppk', 'camat', 'senori', 'divhumaspolri', 'polrestuban', 'polseksenori', 'bidhumasjatim']",-12,negatif,negatif,negatif
1092,"['ribu', 'kader', 'pdiperjuangan', 'sidoarjo', 'hadir', 'acara', 'rapat', 'kerja', 'cabang', 'khusus', 'rakercabsus', 'gor', 'sidoarjo', 'rangka', 'mesin', 'politik', 'jelang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'kabupaten']",0,netral,negatif,netral
1093,"['kpu', 'ponorogo', 'tetap', 'paslon', 'pilih', 'kepala', 'daerah', 'sugirilisdyarita', 'ipongluhur', 'kpu', 'komisi', 'pilih', 'kabupaten', 'ponorogo', 'resmi', 'tetap', 'pasang', 'calon', 'paslon', 'bupati', 'via', 'beritajatimcom']",11,positif,positif,positif
1094,"['luluklukman', 'restu', 'gus', 'ali', 'maju', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,negatif,negatif
1095,"['komisi', 'pilih', 'kpu', 'kabupaten', 'bojonegoro', 'tetap', 'pasang', 'calon', 'bupati', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'laksana', 'rapat', 'pleno', 'tutup']",3,positif,positif,positif
1096,"['jago', 'pilih', 'kepala', 'daerah', 'gaes', 'jago', 'jatim', 'risma', 'zahrul', 'jateng', 'andhika', 'hendi', 'dkj', 'pramono', 'rano', 'karno', 'menyalaaa']",4,positif,positif,negatif
1097,"['partai', 'usung', 'yuhronur', 'efendidirham', 'akbar', 'aksara', 'gabung', 'koalisi', 'lamongan', 'megilan', 'klm', 'kuat', 'konsolidasi', 'internal', 'rapat', 'baris', 'jelang', 'undi', 'nomor', 'urut', 'calon', 'kampanye', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-3,negatif,negatif,negatif
1098,"['komisi', 'pilih', 'kpu', 'jawa', 'timur', 'calon', 'serta', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'nama', 'hapus', 'gelar', 'didik', 'tetap', 'calon', 'kepala', 'daerah']",1,positif,positif,positif
1099,"['rawan', 'kompak', 'kabupaten', 'lamongan', 'selenggara', 'konsolidasi', 'deklarasi', 'dukung', 'pasang', 'calon', 'abdul', 'ghofurfirosya', 'shalati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",2,positif,positif,positif
1100,"['rawan', 'kompak', 'kabupaten', 'lamongan', 'selenggara', 'konsolidasi', 'deklarasi', 'dukung', 'pasang', 'calon', 'abdul', 'ghofurfirosya', 'shalati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",2,positif,positif,positif
1101,"['komisi', 'pilih', 'kpu', 'kabupaten', 'malang', 'jawa', 'timur', 'tetap', 'm', 'sanusilathifah', 'shohib', 'gunawanumar', 'usman', 'pasang', 'calon', 'bupati', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-1,negatif,negatif,negatif
1102,"['komisi', 'pilih', 'kpu', 'kota', 'malang', 'jawa', 'timur', 'daftar', 'pilih', 'kontestasi', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jiwa']",-13,negatif,negatif,negatif
1103,"['komisi', 'pilih', 'kpu', 'kabupaten', 'jember', 'jawa', 'timur', 'tetap', 'pasang', 'calon', 'bupati', 'calon', 'wakil', 'bupati', 'cabupcawabup', 'serta', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak']",9,positif,positif,positif
1104,"['komisi', 'pilih', 'kpu', 'kabupaten', 'diri', 'jawa', 'timur', 'tetap', 'pasang', 'calon', 'bupati', 'calon', 'wakil', 'bupati', 'diri', 'pasang', 'tahana', 'hanindhito', 'himawan', 'pramanadewi', 'mariya', 'ulfa', 'deny', 'widyanarkomudawamah', 'pilih', 'kepala', 'daerah']",8,positif,positif,positif
1105,"['komisi', 'pilih', 'kpu', 'kota', 'madiun', 'jawa', 'timur', 'tetap', 'pasang', 'calon', 'paslon', 'serta', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'wilayah']",8,positif,positif,positif
1106,"['komisi', 'pilih', 'kabupaten', 'lamongan', 'tetap', 'yuhronur', 'efendidirham', 'akbar', 'aksara', 'abdul', 'ghofurfirosya', 'shalati', 'pasang', 'calon', 'resmi', 'sah', 'berkontestasi', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",6,positif,positif,positif
1107,"['paslon', 'pilih', 'kepala', 'daerah', 'kota', 'batu', 'tetap', 'kpu']",0,netral,negatif,negatif
1108,"['paslon', 'pilih', 'kepala', 'daerah', 'kabuputen', 'malang', 'tetap', 'kpu']",-4,negatif,negatif,negatif
