tokens_stemmed,bobot_nilai_total,label,tokens_stemmed_string,Prediksi_Naive_Bayes,Probabilitas_NB,Prediksi_Logistic_Regression,Probabilitas_LR
"['calon', 'gubernur', 'jawa', 'timur', 'tri', 'rismaharini', 'tekan', 'sinergisitas', 'calon', 'kepala', 'daerah', 'usung', 'pdi', 'juang', 'upaya', 'menang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-10,negatif,calon gubernur jawa timur tri rismaharini tekan sinergisitas calon kepala daerah usung pdi juang upaya menang pilih kepala daerah pilih kepala daerah,negatif,68.61%,negatif,70.71%
"['dewan', 'pimpin', 'daerah', 'partai', 'adil', 'sejahtera', 'pks', 'kota', 'batu', 'instruksi', 'kader', 'totalitas', 'menang', 'pasang', 'calon', 'wali', 'kota', 'wakil', 'wali', 'kota', 'firhando', 'gumelarrudi', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-9,negatif,dewan pimpin daerah partai adil sejahtera pks kota batu instruksi kader totalitas menang pasang calon wali kota wakil wali kota firhando gumelarrudi pilih kepala daerah pilih kepala daerah,negatif,78.53%,negatif,61.66%
"['masyarakat', 'aju', 'tanggap', 'berkas', 'administrasi', 'bapaslon', 'pilih', 'kepala', 'daerah', 'jember', 'nyata', 'lengkap']",-1,negatif,masyarakat aju tanggap berkas administrasi bapaslon pilih kepala daerah jember nyata lengkap,negatif,62.89%,netral,40.84%
"['hasil', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'risma', 'luluk', 'cagub', 'kuat', 'simak', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'lembaga', 'calon', 'gubernur', 'elektabilitas', 'kuat']",-5,negatif,hasil survei elektabilitas pilih kepala daerah jatim khofifah risma luluk cagub kuat simak hasil survei pilih kepala daerah jatim lembaga calon gubernur elektabilitas kuat,negatif,76.65%,negatif,48.91%
"['hasil', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'risma', 'luluk', 'cagub', 'kuat', 'tribunnews']",0,netral,hasil survei elektabilitas pilih kepala daerah jatim khofifah risma luluk cagub kuat tribunnews,negatif,82.66%,netral,44.66%
"['paslon', 'bupati', 'tuban', 'penuh', 'syarat', 'kpu', 'lanjut', 'tahap', 'pilih', 'kepala', 'daerah']",-5,negatif,paslon bupati tuban penuh syarat kpu lanjut tahap pilih kepala daerah,negatif,58.45%,negatif,55.44%
"['ayoo', 'sukses', 'pilih', 'kepala', 'daerah', 'divisihumaspolri']",1,positif,ayoo sukses pilih kepala daerah divisihumaspolri,positif,79.70%,positif,63.76%
"['rawan', 'koperasi', 'umkm', 'jawa', 'timur', 'singkat', 'relasi', 'jamur', 'deklarasi', 'menang', 'pasang', 'khofifahemil', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jatim']",-13,negatif,rawan koperasi umkm jawa timur singkat relasi jamur deklarasi menang pasang khofifahemil pilih kepala daerah pilih kepala daerah jatim,negatif,81.63%,negatif,66.33%
"['pilih', 'kepala', 'daerah', 'segara', 'gelar', 'daerah', 'indonesia', 'catat', 'lembaga', 'selenggara', 'pilih', 'kepala', 'daerah', 'provinsi', 'kabupatenkota', 'milik', 'pasang', 'calon', 'kepala', 'daerah', 'kenal', 'calon', 'tunggal']",4,positif,pilih kepala daerah segara gelar daerah indonesia catat lembaga selenggara pilih kepala daerah provinsi kabupatenkota milik pasang calon kepala daerah kenal calon tunggal,positif,70.48%,positif,62.95%
"['pilih', 'kepala', 'daerah', 'malang', 'pkb', 'target', 'sanusilathifah', 'raih', 'persen', 'suara', 'malang', 'dpc', 'pkb', 'kabupaten', 'malang', 'gelar', 'konsolidasi', 'pilgub', 'jatim', 'pilbup', 'malang', 'sabtu', 'via', 'beritajatimcom']",-12,negatif,pilih kepala daerah malang pkb target sanusilathifah raih persen suara malang dpc pkb kabupaten malang gelar konsolidasi pilgub jatim pilbup malang sabtu via beritajatimcom,negatif,81.21%,negatif,70.25%
"['sukses', 'pilih', 'kepala', 'daerah', 'kpu', 'jatim', 'pmii', 'jatim', 'gelar', 'sosialisasi', 'didik', 'pilih', 'gresik']",1,positif,sukses pilih kepala daerah kpu jatim pmii jatim gelar sosialisasi didik pilih gresik,positif,68.04%,positif,50.63%
"['kpu', 'kota', 'madiun', 'laksana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kota', 'madiun', 'lengkap']",-2,negatif,kpu kota madiun laksana kirab maskot pilih kepala daerah serentak kota madiun lengkap,negatif,66.43%,negatif,50.94%
"['serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'masyarakat', 'kota', 'madiun', 'lengkap']",-2,negatif,serah terima kirab maskot pilih kepala daerah serentak sosialisasi pilih kepala daerah masyarakat kota madiun lengkap,negatif,54.49%,negatif,55.82%
"['bupati', 'malang', 'sanusi', 'kantong', 'izin', 'cuti', 'kampanye', 'pilih', 'kepala', 'daerah']",-6,negatif,bupati malang sanusi kantong izin cuti kampanye pilih kepala daerah,negatif,87.16%,negatif,70.68%
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'ngawi', 'jawa', 'timur', 'rekrut', 'orang', 'tugas', 'awas', 'mungut', 'suara', 'tps', 'pilih', 'kepala', 'daerah', 'gelar', 'serentak', 'november']",-2,negatif,badan awas pilih bawaslu kabupaten ngawi jawa timur rekrut orang tugas awas mungut suara tps pilih kepala daerah gelar serentak november,negatif,89.89%,negatif,60.06%
"['badan', 'awas', 'pilih', 'bawaslu', 'ri', 'kuat', 'mampu', 'sumber', 'daya', 'manusia', 'sdm', 'awas', 'pilih', 'kepala', 'daerah', 'serentak', 'proteksi', 'aman', 'siber', 'jalan', 'demokratis']",-2,negatif,badan awas pilih bawaslu ri kuat mampu sumber daya manusia sdm awas pilih kepala daerah serentak proteksi aman siber jalan demokratis,negatif,69.20%,negatif,49.52%
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'jember', 'jawa', 'timur', 'terus', 'duga', 'langgar', 'netralitas', 'kepala', 'desa', 'jelang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'bupati', 'jember', 'hendy', 'siswanto']",-3,negatif,badan awas pilih bawaslu kabupaten jember jawa timur terus duga langgar netralitas kepala desa jelang pilih kepala daerah pilih kepala daerah bupati jember hendy siswanto,negatif,74.99%,negatif,55.40%
"['teman', 'pilih', 'ayo', 'absen', 'kolom', 'komentar', 'kemarin', 'langsung', 'acara', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kota', 'madiun', 'lupa', 'like', 'komen', 'share', 'iya']",0,netral,teman pilih ayo absen kolom komentar kemarin langsung acara kirab maskot pilih kepala daerah serentak kota madiun lupa like komen share iya,positif,88.37%,positif,37.38%
"['rasa', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'kota', 'madiun', 'seru', 'kirab', 'maskot', 'ayo', 'simak', 'rangkum', 'video']",-4,negatif,rasa jalan kirab maskot pilih kepala daerah serentak jalur kota madiun seru kirab maskot ayo simak rangkum video,negatif,59.52%,negatif,52.05%
"['rapat', 'koordinasi', 'laksana', 'kantor', 'bupati', 'banyuwangi', 'jalan', 'jenderal', 'ahmad', 'yani', 'nomor', 'taman', 'banyuwangi', 'jumat', 'september', 'rozaq', 'tekan', 'tingkat', 'koordinasi', 'kpu', 'bawaslu', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif,rapat koordinasi laksana kantor bupati banyuwangi jalan jenderal ahmad yani nomor taman banyuwangi jumat september rozaq tekan tingkat koordinasi kpu bawaslu tahap pilih kepala daerah serentak,positif,79.07%,positif,60.89%
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'miftahur', 'rozaq', 'hadir', 'rapat', 'koordinasi', 'rapat', 'koordinasi', 'siap', 'awas', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak', 'gelar', 'bawaslu']",0,netral,anggota komisi pilih provinsi jawa timur kpu jatim miftahur rozaq hadir rapat koordinasi rapat koordinasi siap awas logistik pilih kepala daerah serentak gelar bawaslu,positif,69.48%,netral,38.28%
"['jelang', 'pilih', 'kepala', 'daerah', 'dpd', 'pks', 'pamekasan', 'gelar', 'apel', 'siaga', 'menang', 'paslon', 'tauhid']",2,positif,jelang pilih kepala daerah dpd pks pamekasan gelar apel siaga menang paslon tauhid,positif,59.51%,positif,53.67%
"['ijtima', 'masyayikh', 'pasuruan', 'raya', 'keluar', 'pakta', 'maslahat', 'pilih', 'kepala', 'daerah', 'ulama', 'asuh', 'pesantren', 'kumpul', 'acara', 'ijtima', 'masyayikh', 'sepasuruan', 'raya', 'via', 'beritajatimcom']",2,positif,ijtima masyayikh pasuruan raya keluar pakta maslahat pilih kepala daerah ulama asuh pesantren kumpul acara ijtima masyayikh sepasuruan raya via beritajatimcom,positif,53.86%,positif,47.48%
"['warga', 'tinggal', 'masuk', 'daftar', 'pilih', 'pilih', 'kepala', 'daerah', 'pamekasan']",-11,negatif,warga tinggal masuk daftar pilih pilih kepala daerah pamekasan,negatif,91.81%,negatif,81.24%
"['hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'takar', 'elektabilitas', 'khofifah', 'tahan', 'laju', 'risma', 'luluk', 'tribunkaltim']",3,positif,hasil survei pilih kepala daerah jatim takar elektabilitas khofifah tahan laju risma luluk tribunkaltim,negatif,55.64%,negatif,37.25%
"['kabagwatpers', 'biro', 'sdm', 'polda', 'jatim', 'pimpin', 'rapat', 'doa', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'adil', 'kamis', 'september', 'rupatama', 'mapolda', 'jatim', 'divisihumaspolri']",-3,negatif,kabagwatpers biro sdm polda jatim pimpin rapat doa pilih kepala daerah jatim aman adil kamis september rupatama mapolda jatim divisihumaspolri,negatif,52.41%,negatif,54.59%
"['siap', 'pilih', 'kepala', 'daerah', 'kepala', 'satu', 'binmas', 'polres', 'pasuruan', 'sowan', 'kh', 'sholeh', 'kepala', 'satu', 'binmas', 'polres', 'pasuruan', 'iptu', 'sunarti', 'unjung', 'kh', 'sholeh', 'asuh', 'pondok', 'pesantren', 'ngalah', 'purwosari', 'temu', 'via', 'beritajatimcom']",5,positif,siap pilih kepala daerah kepala satu binmas polres pasuruan sowan kh sholeh kepala satu binmas polres pasuruan iptu sunarti unjung kh sholeh asuh pondok pesantren ngalah purwosari temu via beritajatimcom,positif,56.11%,positif,50.47%
"['ketua', 'dpc', 'partai', 'gerindra', 'kota', 'diri', 'jawa', 'timur', 'katino', 'apresiasi', 'dukung', 'rawan', 'masyarakat', 'kota', 'diri', 'dukung', 'keras', 'siap', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-4,negatif,ketua dpc partai gerindra kota diri jawa timur katino apresiasi dukung rawan masyarakat kota diri dukung keras siap laksana pilih kepala daerah pilih kepala daerah,negatif,83.04%,negatif,69.92%
"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'blitar', 'jawa', 'timur', 'rekrut', 'orang', 'tugas', 'awas', 'mungut', 'suara', 'tps', 'pilih', 'kepala', 'daerah', 'gelar', 'serentak', 'november']",-2,negatif,badan awas pilih bawaslu kabupaten blitar jawa timur rekrut orang tugas awas mungut suara tps pilih kepala daerah gelar serentak november,negatif,93.78%,negatif,66.65%
"['gaspoll', 'menang', 'lum', 'pilih', 'kepala', 'daerah', 'jatim']",-3,negatif,gaspoll menang lum pilih kepala daerah jatim,negatif,81.86%,negatif,84.36%
"['gus', 'ulil', 'respons', 'calon', 'tunggal', 'vs', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah']",-6,negatif,gus ulil respons calon tunggal vs kotak kosong pilih kepala daerah,negatif,86.35%,negatif,67.58%
"['ferrykoto', 'x', 'relevan', 'echo', 'chamber', 'lihat', 'sja', 'hasil', 'pilih', 'kepala', 'daerah', 'dukung', 'x', 'berat', 'sebaliknyacatat', 'dki', 'menang', 'rk', 'jabar', 'dedmul', 'jateng', 'al', 'jatim', 'kofikrn', 'benci', 'mayoritas', 'x']",9,positif,ferrykoto x relevan echo chamber lihat sja hasil pilih kepala daerah dukung x berat sebaliknyacatat dki menang rk jabar dedmul jateng al jatim kofikrn benci mayoritas x,negatif,52.67%,positif,47.45%
"['daftar', 'panitia', 'awas', 'pilih', 'suara', 'ptps', 'kota', 'probolinggo', 'jelang', 'pilih', 'kepala', 'daerah', 'badan', 'awas', 'pilih', 'bawaslu', 'kota', 'probolinggo', 'buka', 'daftar', 'via', 'beritajatimcom']",-6,negatif,daftar panitia awas pilih suara ptps kota probolinggo jelang pilih kepala daerah badan awas pilih bawaslu kota probolinggo buka daftar via beritajatimcom,negatif,84.87%,negatif,69.82%
"['jum', 'at', 'curah', 'hati', 'polsek', 'nonggunong', 'pesanpesan', 'aman', 'tertib', 'masyarakat', 'warga', 'jelang', 'pilih', 'kepala', 'daerah', 'jatim']",3,positif,jum at curah hati polsek nonggunong pesanpesan aman tertib masyarakat warga jelang pilih kepala daerah jatim,positif,72.35%,positif,57.80%
"['hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'takar', 'elektabilitas', 'khofifah', 'tahan', 'laju', 'risma', 'luluk', 'tribunkaltim']",3,positif,hasil survei pilih kepala daerah jatim takar elektabilitas khofifah tahan laju risma luluk tribunkaltim,negatif,55.64%,negatif,37.25%
"['kabagwatpers', 'biro', 'sdm', 'polda', 'jatim', 'pimpin', 'rapat', 'doa', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'adil', 'kamis', 'september', 'rupatama', 'mapolda', 'jatim', 'divisihumaspolri']",-3,negatif,kabagwatpers biro sdm polda jatim pimpin rapat doa pilih kepala daerah jatim aman adil kamis september rupatama mapolda jatim divisihumaspolri,negatif,52.41%,negatif,54.59%
"['ketua', 'pbnu', 'masyarakat', 'harap', 'pilih', 'kepala', 'daerah', 'cedera', 'demokrasi']",-6,negatif,ketua pbnu masyarakat harap pilih kepala daerah cedera demokrasi,negatif,55.99%,negatif,56.63%
"['gaspoll', 'menang', 'lum', 'pilih', 'kepala', 'daerah', 'jatim']",-3,negatif,gaspoll menang lum pilih kepala daerah jatim,negatif,81.86%,negatif,84.36%
"['sempat', 'ekspresi', 'aja', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'kreatif', 'senang', 'tema', 'tentu', 'lomba', 'kartun', 'kpu', 'jatim', 'cek', 'langsung', 'postingan']",6,positif,sempat ekspresi aja sukses pilih kepala daerah serentak kreatif senang tema tentu lomba kartun kpu jatim cek langsung postingan,positif,77.98%,positif,60.64%
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'selenggara', 'lomba', 'kartun', 'kait', 'pilih', 'kepala', 'daerah', 'serentak', 'total', 'hadiah', 'capai', 'rp', 'juta']",8,positif,komisi pilih provinsi jawa timur kpu jatim selenggara lomba kartun kait pilih kepala daerah serentak total hadiah capai rp juta,positif,79.00%,positif,71.10%
"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'iya', 'kpuid']",1,positif,teman pilih rangkai kirab maskot pilih kepala daerah serentak jawa timur pantau website media sosial resmi lupa like komen share iya kpuid,positif,99.25%,positif,78.53%
"['jalan', 'pahlawan', 'nomor', 'kartoharjo', 'kota', 'madiun', 'rabu', 'september', 'anggota', 'kpu', 'jatim', 'choirul', 'umam', 'harap', 'filosofi', 'pendekar', 'juluk', 'kota', 'madiun', 'benarbenar', 'aplikasi', 'kontestasi', 'pilih', 'kepala', 'daerah', 'serentak']",-5,negatif,jalan pahlawan nomor kartoharjo kota madiun rabu september anggota kpu jatim choirul umam harap filosofi pendekar juluk kota madiun benarbenar aplikasi kontestasi pilih kepala daerah serentak,negatif,68.46%,negatif,57.58%
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'magetan', 'kpu', 'kota', 'madiun', 'serah', 'terima', 'kirab', 'maskot', 'laksana', 'pahlawan', 'street', 'center', 'psc']",2,positif,komisi pilih provinsi jawa timur kpu jatim hadir serah terima kirab maskot pilih kepala daerah serentak kpu kabupaten magetan kpu kota madiun serah terima kirab maskot laksana pahlawan street center psc,positif,73.42%,positif,46.14%
"['anggota', 'kpu', 'jatim', 'miftahur', 'rozaq', 'tekan', 'rapat', 'koordinasi', 'gelar', 'sama', 'paham', 'kait', 'siap', 'ada', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif,anggota kpu jatim miftahur rozaq tekan rapat koordinasi gelar sama paham kait siap ada logistik pilih kepala daerah serentak,positif,54.68%,netral,40.33%
"['kitorang', 'basudara', 'mari', 'jaga', 'situasi', 'pilih', 'kepala', 'daerah', 'serentak', 'damai', 'utuh', 'nkri', 'nkri', 'harga', 'mati', 'pilih', 'kepala', 'daerah', 'divisihumaspolri']",3,positif,kitorang basudara mari jaga situasi pilih kepala daerah serentak damai utuh nkri nkri harga mati pilih kepala daerah divisihumaspolri,positif,61.34%,positif,48.65%
"['testimoni', 'jelang', 'pilih', 'kepala', 'daerah', 'damai', 'ketua', 'satu', 'wartawan', 'indonesia', 'daerah', 'jawa', 'timur', 'pwi', 'jawa', 'timur', 'divisihumaspolri']",6,positif,testimoni jelang pilih kepala daerah damai ketua satu wartawan indonesia daerah jawa timur pwi jawa timur divisihumaspolri,positif,61.30%,positif,57.55%
"['warga', 'tinggal', 'muncul', 'dps', 'pilih', 'kepala', 'daerah', 'sumenep', 'hhasil', 'monitoring', 'daftar', 'pilih', 'dps', 'pilih', 'kepala', 'daerah', 'kabupaten', 'sumenep', 'tanggap', 'masuk', 'via', 'beritajatimcom']",-12,negatif,warga tinggal muncul dps pilih kepala daerah sumenep hhasil monitoring daftar pilih dps pilih kepala daerah kabupaten sumenep tanggap masuk via beritajatimcom,negatif,90.23%,negatif,69.54%
"['kader', 'gp', 'ansor', 'bangkal', 'komando', 'sikap', 'netral', 'pilih', 'kepala', 'daerah']",0,netral,kader gp ansor bangkal komando sikap netral pilih kepala daerah,negatif,48.41%,negatif,52.11%
"['haiii', 'ppk', 'plaosan', 'giat', 'sosialisasi', 'pilih', 'mula', 'sman', 'plaosan', 'rangkai', 'acara', 'kirab', 'maskot', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'kpumagetan', 'kpujatim']",-5,negatif,haiii ppk plaosan giat sosialisasi pilih mula sman plaosan rangkai acara kirab maskot sukses pilih kepala daerah serentak kpumagetan kpujatim,positif,70.32%,positif,54.44%
"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif,teman pilih rangkai kirab maskot pilih kepala daerah serentak jawa timur pantau website media sosial resmi lupa like komen share iya,positif,99.28%,positif,78.68%
"['rozaq', 'harap', 'kerja', 'elemen', 'masyarakat', 'banyuwangi', 'bersamasama', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",6,positif,rozaq harap kerja elemen masyarakat banyuwangi bersamasama sukses pilih kepala daerah serentak,positif,88.21%,positif,71.04%
"['anggota', 'kpu', 'jatim', 'miftahur', 'rozaq', 'apresiasi', 'dukung', 'perintah', 'daerah', 'dprd', 'kabupaten', 'banyuwangi', 'upaya', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",2,positif,anggota kpu jatim miftahur rozaq apresiasi dukung perintah daerah dprd kabupaten banyuwangi upaya sukses pilih kepala daerah serentak,positif,51.08%,positif,50.94%
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'jember', 'kpu', 'kabupaten', 'banyuwangi']",2,positif,komisi pilih provinsi jawa timur kpu jatim hadir serah terima kirab maskot pilih kepala daerah serentak kpu kabupaten jember kpu kabupaten banyuwangi,positif,80.90%,positif,57.57%
"['kpu', 'jatim', 'aku', 'upaya', 'laksana', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'teman', 'pilih', 'jalan', 'raker', 'ayo', 'simak', 'postingan', 'lupa', 'like', 'komen', 'share', 'iya']",-3,negatif,kpu jatim aku upaya laksana tahap pilih kepala daerah serentak teman pilih jalan raker ayo simak postingan lupa like komen share iya,positif,94.08%,positif,58.67%
"['anggota', 'kpu', 'jatim', 'choirul', 'umam', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'jalan', 'lancar', 'kendalakendala', 'hadap', 'atas']",-4,negatif,anggota kpu jatim choirul umam tahap pilih kepala daerah serentak jawa timur jalan lancar kendalakendala hadap atas,positif,50.24%,positif,46.17%
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'rapat', 'kerja', 'raker', 'asistensi', 'siap', 'kesiap', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'wilayah', 'provinsi', 'jatim', 'tenaga', 'ahli', 'komisi', 'ii', 'dpr', 'ri']",11,positif,komisi pilih provinsi jawa timur kpu jatim gelar rapat kerja raker asistensi siap kesiap tahap pilih kepala daerah serentak wilayah provinsi jatim tenaga ahli komisi ii dpr ri,positif,81.55%,positif,63.11%
"['harap', 'angka', 'partisipasi', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'catat', 'kampanye', 'giat', 'masyarakat', 'sedia', 'salur', 'hak', 'pilih']",5,positif,harap angka partisipasi pilih pilih kepala daerah serentak jatim catat kampanye giat masyarakat sedia salur hak pilih,positif,52.99%,positif,54.73%
"['jalan', 'raya', 'bukit', 'darmo', 'nomor', 'putat', 'gede', 'sukomanunggal', 'surabaya', 'senin', 'september', 'umam', 'kabupaten', 'kota', 'gelar', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'daerah', 'ikut', 'pasang', 'calon']",3,positif,jalan raya bukit darmo nomor putat gede sukomanunggal surabaya senin september umam kabupaten kota gelar pilih kepala daerah serentak jatim daerah ikut pasang calon,positif,79.73%,positif,62.67%
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'choirul', 'umam', 'narasumber', 'talk', 'show', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak', 'radio', 'suara', 'surabaya', 'sesi', 'laksana', 'suara', 'surabaya', 'centre']",3,positif,anggota komisi pilih provinsi jawa timur kpu jatim choirul umam narasumber talk show sosialisasi pilih kepala daerah serentak radio suara surabaya sesi laksana suara surabaya centre,positif,56.37%,positif,50.00%
"['ajak', 'jaga', 'semangat', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'padat', 'jadwal', 'tetap', 'pasang', 'calon', 'september']",11,positif,ajak jaga semangat tahap pilih kepala daerah serentak padat jadwal tetap pasang calon september,positif,89.62%,positif,82.27%
"['teman', 'pilih', 'rangkai', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif,teman pilih rangkai jalan kirab maskot pilih kepala daerah serentak pantau website media sosial resmi lupa like komen share iya,positif,99.21%,positif,77.83%
"['ketua', 'kpu', 'kabupaten', 'jember', 'desi', 'anggraeni', 'harap', 'kirab', 'maskot', 'gelar', 'kontribusi', 'dampak', 'positif', 'tegak', 'demokrasi', 'indonesia', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,ketua kpu kabupaten jember desi anggraeni harap kirab maskot gelar kontribusi dampak positif tegak demokrasi indonesia laksana pilih kepala daerah serentak,positif,68.52%,positif,50.15%
"['jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'kabupaten', 'magetan', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'komisi', 'pilih', 'kpu', 'kabupaten', 'lumajang', 'kpu', 'kabupaten', 'jember']",0,netral,jalan kirab maskot pilih kepala daerah serentak jalur kabupaten magetan serah terima kirab maskot pilih kepala daerah serentak komisi pilih kpu kabupaten lumajang kpu kabupaten jember,positif,52.44%,netral,35.65%
"['harap', 'sosialisasi', 'gelar', 'tambah', 'wawas', 'tingkat', 'partisipasi', 'masyarakat', 'pilih', 'kepala', 'daerah', 'serentak', 'gelar', 'november']",12,positif,harap sosialisasi gelar tambah wawas tingkat partisipasi masyarakat pilih kepala daerah serentak gelar november,positif,86.93%,positif,72.17%
"['insan', 'tekan', 'kerja', 'elemen', 'masyarakat', 'komunitas', 'otomotif', 'upaya', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'g']",0,netral,insan tekan kerja elemen masyarakat komunitas otomotif upaya sukses pilih kepala daerah serentak g,positif,74.87%,positif,46.32%
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'insan', 'qoriawan', 'gelar', 'sosialisasi', 'didik', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'komunitas', 'vespa', 'kabupaten', 'pasuruan']",-2,negatif,anggota komisi pilih provinsi jawa timur kpu jatim insan qoriawan gelar sosialisasi didik pilih pilih kepala daerah serentak komunitas vespa kabupaten pasuruan,negatif,62.81%,negatif,52.08%
"['september', 'laksana', 'undi', 'nomor', 'urut', 'mana', 'pasang', 'calon', 'wajib', 'hadir', 'teman', 'pilih', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi']",8,positif,september laksana undi nomor urut mana pasang calon wajib hadir teman pilih tahap pilih kepala daerah serentak pantau website media sosial resmi,positif,95.28%,positif,73.20%
"['teman', 'pilih', 'rangkai', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif,teman pilih rangkai jalan kirab maskot pilih kepala daerah serentak pantau website media sosial resmi lupa like komen share iya,positif,99.21%,positif,77.83%
"['jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'kabupaten', 'magetan', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'komisi', 'pilih', 'kpu', 'kabupaten', 'ngawi', 'kpu', 'kabupaten', 'magetan', 'alunalun', 'magetan']",0,netral,jalan kirab maskot pilih kepala daerah serentak jalur kabupaten magetan serah terima kirab maskot pilih kepala daerah serentak komisi pilih kpu kabupaten ngawi kpu kabupaten magetan alunalun magetan,positif,51.36%,netral,34.46%
"['rozaq', 'harap', 'didik', 'pilih', 'gelar', 'tambah', 'wawas', 'tingkat', 'libat', 'masyarakat', 'pilih', 'kepala', 'daerah', 'november', 'teman', 'pilih', 'giat', 'hadir', 'kpu', 'jatim', 'pantau', 'website', 'media', 'sosial', 'resmi']",7,positif,rozaq harap didik pilih gelar tambah wawas tingkat libat masyarakat pilih kepala daerah november teman pilih giat hadir kpu jatim pantau website media sosial resmi,positif,95.06%,positif,69.33%
